,episode_0_reward,episode_1_reward,episode_2_reward,episode_3_reward,episode_4_reward,episode_5_reward,episode_6_reward,episode_7_reward,episode_8_reward,episode_9_reward,episode_10_reward,episode_11_reward,episode_12_reward,episode_13_reward,episode_14_reward,episode_15_reward,episode_16_reward,episode_17_reward,episode_18_reward,episode_19_reward,episode_20_reward,episode_21_reward,episode_22_reward,episode_23_reward,episode_24_reward,episode_25_reward,episode_26_reward,episode_27_reward,episode_28_reward,episode_29_reward,episode_30_reward,episode_31_reward,episode_32_reward,episode_33_reward,episode_34_reward,episode_35_reward,episode_36_reward,episode_37_reward,episode_38_reward,episode_39_reward,episode_40_reward,episode_41_reward,episode_42_reward,episode_43_reward,episode_44_reward,episode_45_reward,episode_46_reward,episode_47_reward,episode_48_reward,episode_49_reward,episode_50_reward,episode_51_reward,episode_52_reward,episode_53_reward,episode_54_reward,episode_55_reward,episode_56_reward,episode_57_reward,episode_58_reward,episode_59_reward,episode_60_reward,episode_61_reward,episode_62_reward,episode_63_reward,episode_64_reward,episode_65_reward,episode_66_reward,episode_67_reward,episode_68_reward,episode_69_reward,episode_70_reward,episode_71_reward,episode_72_reward,episode_73_reward,episode_74_reward,episode_75_reward,episode_76_reward,episode_77_reward,episode_78_reward,episode_79_reward,episode_80_reward,episode_81_reward,episode_82_reward,episode_83_reward,episode_84_reward,episode_85_reward,episode_86_reward,episode_87_reward,episode_88_reward,episode_89_reward,episode_90_reward,episode_91_reward,episode_92_reward,episode_93_reward,episode_94_reward,episode_95_reward,episode_96_reward,episode_97_reward,episode_98_reward,episode_99_reward,episode_0_speed,episode_1_speed,episode_2_speed,episode_3_speed,episode_4_speed,episode_5_speed,episode_6_speed,episode_7_speed,episode_8_speed,episode_9_speed,episode_10_speed,episode_11_speed,episode_12_speed,episode_13_speed,episode_14_speed,episode_15_speed,episode_16_speed,episode_17_speed,episode_18_speed,episode_19_speed,episode_20_speed,episode_21_speed,episode_22_speed,episode_23_speed,episode_24_speed,episode_25_speed,episode_26_speed,episode_27_speed,episode_28_speed,episode_29_speed,episode_30_speed,episode_31_speed,episode_32_speed,episode_33_speed,episode_34_speed,episode_35_speed,episode_36_speed,episode_37_speed,episode_38_speed,episode_39_speed,episode_40_speed,episode_41_speed,episode_42_speed,episode_43_speed,episode_44_speed,episode_45_speed,episode_46_speed,episode_47_speed,episode_48_speed,episode_49_speed,episode_50_speed,episode_51_speed,episode_52_speed,episode_53_speed,episode_54_speed,episode_55_speed,episode_56_speed,episode_57_speed,episode_58_speed,episode_59_speed,episode_60_speed,episode_61_speed,episode_62_speed,episode_63_speed,episode_64_speed,episode_65_speed,episode_66_speed,episode_67_speed,episode_68_speed,episode_69_speed,episode_70_speed,episode_71_speed,episode_72_speed,episode_73_speed,episode_74_speed,episode_75_speed,episode_76_speed,episode_77_speed,episode_78_speed,episode_79_speed,episode_80_speed,episode_81_speed,episode_82_speed,episode_83_speed,episode_84_speed,episode_85_speed,episode_86_speed,episode_87_speed,episode_88_speed,episode_89_speed,episode_90_speed,episode_91_speed,episode_92_speed,episode_93_speed,episode_94_speed,episode_95_speed,episode_96_speed,episode_97_speed,episode_98_speed,episode_99_speed
0,4.612611749554635e-05,0.0007919186164774695,0.00010265583429975827,1.6338924449737286e-06,0.0005041496542490855,0.00011479373698795322,0.0011388549510445711,0.0005314056218917369,0.0011861133752528337,0.00033218756918840285,0.0003858854856400374,1.591192054017103e-05,3.38528881470536e-05,0.0005148641151273092,2.54033306700026e-05,1.2350456593391936e-05,4.062719019642096e-05,0.0002654516718932462,0.001038257656857312,2.9292723493415497e-05,0.00024902462773295614,0.000923957190304729,0.00041313394864340574,0.00023319249483651043,0.0014312705160354885,0.0008583079317666484,0.0006694341544091714,0.00034629333344830316,0.0009917181461931227,9.652534532752978e-05,0.000631898993218057,2.8229972293362708e-05,4.751743337989513e-05,4.210104814338423e-05,4.505361518691067e-05,3.7354939057789043e-05,8.85994371309716e-05,0.00016535419299566097,0.00010576337712957255,0.000889163369020412,0.0014018419276188249,0.00020361208288605497,2.4480675925625183e-05,0.00030773080250201534,4.9054475148037115e-05,0.0008592199672017937,0.001401043358528664,0.000992278901094146,0.0005864901401337039,0.00020503162320197716,4.201922448300682e-06,0.001492672939408898,3.0296582475619905e-06,0.0002826184399266401,5.37326359723101e-05,1.1262623178984348e-05,1.4803070061566788e-05,1.0014495926953413e-05,0.00011448602676125553,0.0016110107544957694,1.3109802230641801e-05,0.001147016765633631,0.0008055969020257641,2.5220575122960787e-05,0.0006519991558351322,5.001535641418229e-05,5.3456198915979145e-05,1.141955426604543e-05,0.00020148581520276136,8.529269730601463e-07,0.0003813377039568225,7.771312201854061e-05,0.0004434955766178866,0.0006510162767391934,7.186490848454519e-05,0.00045314939841536344,0.000298698285779271,0.00017564543874355209,4.87561297910196e-05,0.00020075628194752854,0.00010387396104256297,0.0002186817157801331,0.0006880832651239102,0.0009056194874777319,0.00012242549159554022,0.0002565229936910461,6.26404698261381e-06,2.39005911492565e-05,0.000639218317574684,4.7000127554402625e-05,6.147199490914063e-06,1.994911958997871e-06,0.0005233131383119147,0.0001834893801167323,0.0013251597980401604,6.294678786269848e-05,0.0012375812788305903,0.00012499986333684276,0.0010891036677701377,0.0003840526656257152,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.0026407719361605663,0.009036027306502773,0.00015121650104839784,0.0007766839383067546,0.010304818526938871,0.00427147450992356,0.009837067571491387,0.0005242026611686974,0.004988095985951128,0.0001775489883419032,0.0004951831043426341,8.658878604520975e-05,0.0002722204104100858,0.0032713593085601355,0.00012611483063360235,7.380325111121792e-05,0.0008304207439751746,0.0038606370626998072,0.01046251718651688,5.591053415384912e-05,0.00028252419615523,0.0007738753385325282,0.0007797442780998892,0.0001338010244670318,0.007225183030739789,0.007275727110115702,0.00025056131961896205,0.00017974187071030992,0.001231814990312707,0.0013957047570477361,0.005831001131999442,0.0001549245869671757,0.00014757803002846283,0.00020336543812340428,0.001550066614596131,0.000364289243591125,0.004027847585202036,0.003208500810395312,0.000393842857112684,0.009574382284068345,0.005354455976231324,0.0001952706164541221,0.0013982037530580504,0.003171147885229154,0.00010385534442293519,0.0063708284391899885,0.01229321254477183,0.00469253508495934,0.0043631488410462394,0.00016113173075387455,0.00020788083482024074,0.013247151055083579,0.0006094977581126438,0.003689664824770471,9.870466099588937e-05,5.26996613557839e-05,9.097392253555101e-05,4.546868232454175e-05,0.0003894723134101723,0.010045609269395907,8.359042266136468e-05,0.008241041446586411,0.004061237369661403,0.0007116921885684804,0.0011616062434027742,0.0009229886163523707,0.00010662896664973455,0.00014108151716691158,0.007180465755731578,0.00019494912934905044,0.000866438899966594,0.0002686087291828404,0.0004716241388749887,0.006623475534789179,0.00017503021615430345,0.0003870225274566402,0.004074960286663836,0.0025242157229511822,4.278327736123816e-05,0.0033707421420413495,0.0005313932313878449,0.0038356749297779064,0.005306455568135124,0.008770829768889175,0.00022456416836359765,0.00371852351493824,0.00015517185388411745,0.0002782553717667445,0.009123175801859569,0.00043899916835734134,0.0011026529468704833,0.0007399491400987384,0.0034627067533111416,0.0027514364410518057,0.011748878597369703,8.560854519215619e-05,0.0088187324308675,0.004658161022817767,0.007298473284044893,0.00028201966090381323,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,0.020718046102949517,0.04230807576449621,0.0028720603307785192,0.01449697427782454,0.05404627329975265,0.02276222405769994,0.04543033789918814,0.0009158089610403302,0.02051987981449057,0.006040129105231747,0.0018643001986576374,0.005090066660450289,0.0012650866435283009,0.01574835624006431,0.0010231129519446267,0.005487578545944229,0.012987494980025462,0.009185923578170215,0.04960516692627826,0.004654742619046169,0.0030761763825730665,0.0036108979290665985,0.0009576885610536724,0.004489977458860015,0.009989606851001951,0.03723231395703615,0.00940920128388791,0.006840456673958575,0.0012995446060036452,0.006689957610801848,0.029381627779047098,0.0017035105490234026,0.007211397386342212,0.001429738820317422,0.019746561557026282,0.011238806183867734,0.031297585439917994,0.003978360705950629,0.008289339547581789,0.04472125047289793,0.005139165017763988,0.003304573936942438,0.012523337539682803,0.01567292434919126,0.005471023956017874,0.03586267331465942,0.05969329293800928,0.005414106220621703,0.023375047681576135,0.007204296572882748,0.008105336404583182,0.06547699271397373,0.012597131868175196,0.018701205947336492,0.0006416362142109236,0.0014768982451307487,0.005889724274690966,0.003622865894910009,0.0006647633558574436,0.04608013090673737,0.005815075547451631,0.04166111990146062,0.015562576883266486,0.011946496682896872,0.00032592007697119813,0.00046808997716918464,0.005150456897891262,0.0077295666229159855,0.04342541834608478,0.005459507879235344,0.00048265176726866566,0.009787734498618547,0.0016576078111000354,0.03466132058310199,0.007691495408339749,0.014014605859874924,0.02180539242656385,0.009572163089965217,0.004289169798861066,0.01794446631075065,0.010995183053367354,0.005113415704715688,0.00996182838568356,0.03763933419312988,0.0018736286452583645,0.022639001231093723,0.007034536423501855,0.009957929712344825,0.04764025786549861,0.005496823596130971,0.017911691744039268,0.014200381520850376,0.018245473796527092,0.013069174281042062,0.05438745883970573,0.004693152621613745,0.0432930469031308,0.034509843650329664,0.03505670829672564,0.005513354607988001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,0.09040703319576024,0.1557622493162265,0.03474073126710904,0.08498410587261929,0.1866116426298679,0.06365474866223646,0.1643157384568223,0.017514948205429363,0.04576299225148067,0.042318209044188815,0.012018226345774126,0.04497722442294024,0.022811190417398704,0.041945309820899515,0.005333389794037947,0.04912728893222392,0.07403888385320193,0.008812984059857358,0.18033731772803352,0.043493843569541724,0.030660652668465165,0.043613829846072705,0.022775047356970807,0.0315950140319698,0.0021570522382170884,0.15105922240528477,0.06894428343375555,0.050356427827826844,0.025114511186696453,0.03531909993122692,0.11898333141359207,0.02760500291678315,0.054368846573147174,0.01810704922922357,0.09658758011801291,0.07340599041882914,0.13690076379819088,0.0014532452804885921,0.05730479722057273,0.1632998516982252,0.001284380359087266,0.03978040372094986,0.06728931990738908,0.06990918809097503,0.04660713563229068,0.13959895886442752,0.15812871394346317,0.0014546190851150958,0.09690756546734484,0.05861890327766048,0.060945469771741936,0.21210342364915308,0.07495448724665363,0.08266371178229749,0.013584635506794677,0.02151321840133291,0.0488184600812972,0.037273043956711875,0.01925314165472565,0.17313481759139465,0.05001163104480736,0.1383994023016435,0.053775967389982186,0.06965032366372943,0.006366585452791042,0.009346321652744382,0.05022907159738814,0.05528316029882104,0.1723949136175138,0.042298295681722234,0.01667497919937104,0.06284151835333024,0.027505098881514218,0.13905711996965237,0.058630246662853526,0.0916634902500612,0.09627676325871096,0.041532987336852435,0.03806431366968967,0.05087378067214138,0.07177990433885326,0.0012350317176012219,0.005055132520762209,0.13593980007696102,0.02766752524793043,0.08578946046787364,0.05645743660419408,0.06795192574115153,0.17699192238858608,0.023544064082340364,0.09726944891776146,0.08439555049412269,0.04974086013382817,0.05930191441828313,0.17722743259214968,0.04438908061986293,0.14431509062308726,0.14974866346010882,0.12932502690870462,0.05497800344858142,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0.16978599929506408,0.27629726973076707,0.12496327283697921,0.20946694963362011,0.29598261851413044,0.08974665068835073,0.24761303903775272,0.08730836702701647,0.03641474270829412,0.06066691476617929,0.035076782834340806,0.09809565586218635,0.05160920263332532,0.10737753441783553,0.007343362937254968,0.15437154682750065,0.18730746935968637,0.0014028733609786866,0.3496760984139996,0.145710003922944,0.046207603157322835,0.08636998806081946,0.10476225531467365,0.08630352348076471,0.016699052808269513,0.29456952264559183,0.19088039073440582,0.15929546649825596,0.05253015395945688,0.11121303765348385,0.25829486658380635,0.12660245465353515,0.15124906528924742,0.024383886039233846,0.22690636659462732,0.20293212800148158,0.26467300168646346,0.03115316915058216,0.16455807609454973,0.3101247095794051,0.030286843271801766,0.15716064614417224,0.14009213038325927,0.14320931094572542,0.1534262492205103,0.2455899649537907,0.2082237776988845,0.026615997524497687,0.1780615047741364,0.16888348339235906,0.17606366843791496,0.34588549941418323,0.17944545678494858,0.18904561843307086,0.07379328014903369,0.042115729921817925,0.17142118241467735,0.09635377181971763,0.08319529668610338,0.31852008587117686,0.16993479310419168,0.2190296177909658,0.11075765471947568,0.15925300721086555,0.030111833955179575,0.04302730640440793,0.16318121943241623,0.1712517497355245,0.32623949287510795,0.1289968792943343,0.08946862892148366,0.1651659592681595,0.12338036819533081,0.23978493546160567,0.1787595692274045,0.24211964473277764,0.2179227356874179,0.10363322309228637,0.06714503681138019,0.06937325940424628,0.1931904241922221,0.02595913214000304,0.004280091415641533,0.2821659032549332,0.12779003975818692,0.1488125573134745,0.17089708965735523,0.18838294838667494,0.33262090442534453,0.0805661050939781,0.24290753245219254,0.23639583375155027,0.04732439028143218,0.1301166380827865,0.2806891121220715,0.15462960746923893,0.22174896232750746,0.269621020138438,0.22315655785267394,0.16646851965871245,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,0.17712327929572136,0.2659864169036289,0.3155652118390811,0.37846936660717295,0.2927914213060556,0.05949513494167768,0.21147404115109697,0.2005932329963971,0.005920398650924958,0.02727126694813449,0.0995111125700807,0.10272239767562354,0.04188757787475624,0.2270812253684339,0.0013657129622743867,0.3381357962317644,0.3248677800945733,0.019883090164293668,0.4220994836408851,0.3304831933589864,0.020625970419885536,0.07399858557493096,0.28681506025880205,0.20522986198712373,0.09727701746341938,0.3379272839620067,0.31608489342026014,0.3756450818637904,0.03932532053117902,0.27324308677129483,0.336403744624239,0.3142594429429727,0.3187309692638545,0.006009483455732795,0.37158181158649406,0.3350603491224447,0.27611169905574645,0.09547362238904582,0.3308810254974611,0.35379406632289356,0.15031751333798643,0.35967464019682027,0.22960278542487067,0.29139707706305396,0.35241001653959225,0.2525579411489946,0.13098855008048854,0.07384309038810381,0.17136169863425266,0.38827366662973195,0.3870967902892879,0.40257052202860205,0.34983143058105226,0.24341674685881212,0.165951327222371,0.027153281140052565,0.3305573917577571,0.1379813401720741,0.1540946801943673,0.34081771539341277,0.38669666613180637,0.18130712098410884,0.151696983650523,0.2915415079060135,0.05758097560432467,0.053352110226194877,0.3238503003139587,0.3570008047701459,0.38121331707555145,0.2742225390368051,0.2354061885099614,0.33674237760715864,0.32229823888968984,0.22309108857305887,0.3607605198856215,0.3716659547444657,0.29005051016464845,0.2044685171397253,0.04834011535573702,0.04181284241230151,0.3647100091858359,0.062217403551681275,0.061388443981024665,0.3485158597659829,0.31439704128854207,0.1866648738040774,0.3647854700777964,0.3854293726880984,0.3937141912625266,0.19823267847960713,0.44079740063311956,0.3762839587896918,0.011214293616252952,0.2861625713560537,0.28279040043781445,0.3419084114794736,0.17831672774095264,0.2785134671088196,0.2165715782568537,0.3957661539796663,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,0.10222281432660914,0.20859262081611257,0.5165083329622979,0.4866685830305545,0.20198256673710185,0.01017100020894651,0.09717436060609401,0.37485296075852054,0.029597913158550086,0.005047998950349474,0.19860130171749438,0.03891310673105801,0.007119406871182489,0.278397514272103,0.022754680455273665,0.5252494540284257,0.38166206410847686,0.10666873692164558,0.3638531476064556,0.5030112420674627,0.005429853912745935,0.01724378356169879,0.49354864128096887,0.3198399523339058,0.17203041286694012,0.2837677981754467,0.3896043376083986,0.5441091181834022,0.005278392153380904,0.36331680279207706,0.34756171969608896,0.5348607206802617,0.4690397576037417,0.01709452307668563,0.4723891302825796,0.403637217624652,0.23718220201470808,0.13350275148156202,0.4689741948682703,0.30363535985706036,0.34155263717021384,0.5628838906410835,0.21400922956056254,0.35804567569610857,0.5441463880216335,0.18662166256121876,0.029373553440320728,0.10390267076536593,0.0861777259153101,0.6189712731289567,0.5734109880130338,0.2920198329050472,0.48165768552965227,0.23526087374960272,0.3347195287790346,0.0032362211054543484,0.4488508966541157,0.10123564636168056,0.258140636165512,0.27262056150273906,0.6171550595773897,0.08583539879155191,0.11276461133991564,0.38200061303519434,0.04677600430510983,0.018058560988226415,0.45394240292403915,0.529531317541189,0.31900602358044355,0.40778441529500004,0.4639399316165356,0.46167686545959197,0.5880278784324061,0.12218192246155093,0.5132621812711498,0.4331290931474623,0.31174346527294866,0.34552380558092893,0.006681971781005821,0.004626369171637072,0.4626194242756641,0.05466600707084791,0.194361051183956,0.32117055164403147,0.5067599877347327,0.13525846275367145,0.5522137302889135,0.5503512042415015,0.3263861672975499,0.39465819124825813,0.5678417429042378,0.47216268914210274,0.017818702483368722,0.4280379386056135,0.19223485649944655,0.5054594330298943,0.074941457769508,0.2129381044382196,0.15080223354866054,0.6262664773146328,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,0.025525768343945227,0.12732783794984018,0.6298377010422018,0.5538233738220772,0.09992668543824611,0.028544646849842772,0.010369875681791504,0.48798927275345877,0.194412276933286,0.08191955635161416,0.25933500583598806,0.005748626468809016,0.026997307062170045,0.22604375493404502,0.12955867292942608,0.7093367148400093,0.47056638588291005,0.26164593823605825,0.31611198810441227,0.5747922154082149,0.08168259566636658,0.018470172279139104,0.626618388631329,0.39297175504956733,0.15719603799725002,0.25427954699015975,0.4280917230495155,0.5580358049719858,0.03563660278538984,0.392190310204316,0.35810480528955474,0.6929178151088835,0.5386706692724043,0.128213671703421,0.46648575086344135,0.44716398177951955,0.14656790042071624,0.09773689317753215,0.5103712545181249,0.2150756884103932,0.6040929298904537,0.7242733172806315,0.15614394859734407,0.43676590614575483,0.6506632706047614,0.10366459489892797,0.01874856827871444,0.0830994844439278,0.010920004515665098,0.7534975375075956,0.7332510089000351,0.2485243965198949,0.5633993913529142,0.13016458591444113,0.44382656484825733,0.05047015306588208,0.4827082313768268,0.02897503894323989,0.30796856693431063,0.23967796901396327,0.8394396039113416,0.009919510526941474,0.03677065380240543,0.3591110370677038,0.010734490414915891,0.009292010186528374,0.4927356810129991,0.6111348892462881,0.2770536782233306,0.4570569762636567,0.651003157619143,0.5758678529820735,0.7917979716403738,0.02324418161420349,0.5595279119940425,0.46614544452314494,0.30286723323891585,0.4285154032981557,0.03563803970047705,0.047561393435428624,0.5931288002089758,0.012184818697752961,0.3399834557188388,0.32781412519492936,0.6246429202547967,0.051883876909496154,0.7415026609289764,0.6055474561505637,0.29028384443061384,0.5653910196974404,0.6346041242526408,0.47369280098538774,0.14537902879788284,0.6306016174088142,0.1260581453910865,0.6107447763412388,0.005933812921689113,0.12818368361334678,0.08121131186091565,0.7461934755477172,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,0.0009049956518081314,0.057087522474197704,0.6044254102250294,0.5215297110615443,0.03780917245388156,0.2086777500042566,0.013157875889357348,0.5362555758857387,0.5090913159103743,0.3357038648277145,0.33297902641393934,0.09532747897139253,0.1744766876203674,0.22876963351738785,0.32385261361248874,0.7596175452120383,0.5098794787547004,0.4427504841820484,0.2398061945692051,0.5245174419394522,0.31450354256211555,0.15842317718548662,0.6132526060980761,0.37741707090202586,0.05677940390973862,0.1774638601656083,0.43213857020419755,0.43562604186438625,0.20607359053222332,0.3407084504727014,0.2920259646595682,0.7178251765608015,0.5042370156487594,0.3722728819310377,0.4097304958942315,0.44215843540517924,0.07573666491141144,0.02243087565563954,0.4631490917354151,0.13941194963049436,0.8887580538160704,0.7460845630068184,0.11347710976427168,0.5460852995608959,0.6133872902610576,0.04161503419149382,0.14870159593154278,0.024540192161828796,0.04114888382337833,0.7187525064665998,0.7556789406644497,0.204881943544679,0.5731540558604359,0.09054341143477872,0.5697253817812267,0.22791797419732368,0.471636284578958,0.011921518122046164,0.3158274940734035,0.16314460029248848,0.8719690508313616,0.0075050659235375355,0.004192499047814525,0.3282882938395602,0.017470804666720206,0.1084879245577392,0.512245426795876,0.5749503664004021,0.1889047071627255,0.46585278465927504,0.668824576282844,0.5979474926958308,0.8035836060200685,0.002519207136879639,0.5111035390166653,0.42695230588710986,0.25095669615179905,0.4359863276753007,0.2122855684401297,0.2777028887222199,0.6334118889351944,0.018546856532403632,0.5054481359360262,0.2865298669445668,0.639210908625171,0.022611313304328653,0.7785030618335657,0.5326449762414652,0.20454641961387707,0.6562574308381768,0.6171875863187445,0.41696624469586074,0.4572910158670853,0.8106254937504318,0.06092108812291709,0.5977028315365389,0.023839430325828675,0.057636290480054364,0.03276213210451127,0.6764280341762821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,0.006929709827783733,0.043510477936126515,0.5105378240298635,0.4151191848560559,0.02531145534558777,0.5034062721529782,0.10551548804287401,0.5650050996008815,0.8445220397940579,0.8467892511488686,0.3939459081090514,0.39461281860966596,0.49193460606944983,0.2568092254399414,0.6182160625625717,0.68174689912299,0.4725047479690695,0.6371045904250361,0.20331466196140863,0.4365570981456082,0.791302355734834,0.4927008648527018,0.541986496704731,0.3587840055573787,0.006056857687062739,0.1598066561400341,0.3605854436237828,0.3418465740867609,0.5880291561150648,0.28017720217027675,0.26663080244582477,0.6316434400319854,0.43456823971881,0.9030642114118143,0.3372965002499621,0.38573154363620776,0.056639236596844694,0.018265617564003772,0.3941176589202411,0.12203762755291833,0.9572489418670793,0.6571509006271345,0.06075462950087855,0.6129603592381936,0.5270466168219681,0.03182000026882131,0.37788929876956845,0.009313059255719548,0.1781297424025548,0.648065227296901,0.6455977098540544,0.2014444095121548,0.48350814427760996,0.07647150133796322,0.6323110076670919,0.6094867098424301,0.4221081348767781,0.14169490931398723,0.3524876071972761,0.14166447729306547,0.8010582322309866,0.07825334273225637,0.04954308685602942,0.280630547381887,0.15797162438764561,0.389376311220354,0.4476445141867066,0.47262324514589427,0.16644559375667384,0.45822611266482927,0.6384255367512307,0.48056295060844,0.7535005050079436,0.03389675147376106,0.40812368902992036,0.36208873206900094,0.22849404238019688,0.41928344191389,0.6056465621980062,0.5891519865065734,0.5083156352828266,0.149348104319943,0.5323740027741886,0.26000514322684287,0.5663622028545854,0.022044113015512155,0.6920164329540435,0.4167642845660883,0.18121343793345407,0.646991589085631,0.5186233739886177,0.32466228441364026,0.795364045028392,0.9525509998955851,0.05207011379362026,0.4928761131181503,0.156306828858729,0.03721707064846662,0.024713620804488717,0.5915101335460489,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
