,episode_0_reward,episode_1_reward,episode_2_reward,episode_3_reward,episode_4_reward,episode_5_reward,episode_6_reward,episode_7_reward,episode_8_reward,episode_9_reward,episode_10_reward,episode_11_reward,episode_12_reward,episode_13_reward,episode_14_reward,episode_15_reward,episode_16_reward,episode_17_reward,episode_18_reward,episode_19_reward,episode_20_reward,episode_21_reward,episode_22_reward,episode_23_reward,episode_24_reward,episode_25_reward,episode_26_reward,episode_27_reward,episode_28_reward,episode_29_reward,episode_30_reward,episode_31_reward,episode_32_reward,episode_33_reward,episode_34_reward,episode_35_reward,episode_36_reward,episode_37_reward,episode_38_reward,episode_39_reward,episode_40_reward,episode_41_reward,episode_42_reward,episode_43_reward,episode_44_reward,episode_45_reward,episode_46_reward,episode_47_reward,episode_48_reward,episode_49_reward,episode_50_reward,episode_51_reward,episode_52_reward,episode_53_reward,episode_54_reward,episode_55_reward,episode_56_reward,episode_57_reward,episode_58_reward,episode_59_reward,episode_60_reward,episode_61_reward,episode_62_reward,episode_63_reward,episode_64_reward,episode_65_reward,episode_66_reward,episode_67_reward,episode_68_reward,episode_69_reward,episode_70_reward,episode_71_reward,episode_72_reward,episode_73_reward,episode_74_reward,episode_75_reward,episode_76_reward,episode_77_reward,episode_78_reward,episode_79_reward,episode_80_reward,episode_81_reward,episode_82_reward,episode_83_reward,episode_84_reward,episode_85_reward,episode_86_reward,episode_87_reward,episode_88_reward,episode_89_reward,episode_90_reward,episode_91_reward,episode_92_reward,episode_93_reward,episode_94_reward,episode_95_reward,episode_96_reward,episode_97_reward,episode_98_reward,episode_99_reward,episode_0_train,episode_1_train,episode_2_train,episode_3_train,episode_4_train,episode_5_train,episode_6_train,episode_7_train,episode_8_train,episode_9_train,episode_10_train,episode_11_train,episode_12_train,episode_13_train,episode_14_train,episode_15_train,episode_16_train,episode_17_train,episode_18_train,episode_19_train,episode_20_train,episode_21_train,episode_22_train,episode_23_train,episode_24_train,episode_25_train,episode_26_train,episode_27_train,episode_28_train,episode_29_train,episode_30_train,episode_31_train,episode_32_train,episode_33_train,episode_34_train,episode_35_train,episode_36_train,episode_37_train,episode_38_train,episode_39_train,episode_40_train,episode_41_train,episode_42_train,episode_43_train,episode_44_train,episode_45_train,episode_46_train,episode_47_train,episode_48_train,episode_49_train,episode_50_train,episode_51_train,episode_52_train,episode_53_train,episode_54_train,episode_55_train,episode_56_train,episode_57_train,episode_58_train,episode_59_train,episode_60_train,episode_61_train,episode_62_train,episode_63_train,episode_64_train,episode_65_train,episode_66_train,episode_67_train,episode_68_train,episode_69_train,episode_70_train,episode_71_train,episode_72_train,episode_73_train,episode_74_train,episode_75_train,episode_76_train,episode_77_train,episode_78_train,episode_79_train,episode_80_train,episode_81_train,episode_82_train,episode_83_train,episode_84_train,episode_85_train,episode_86_train,episode_87_train,episode_88_train,episode_89_train,episode_90_train,episode_91_train,episode_92_train,episode_93_train,episode_94_train,episode_95_train,episode_96_train,episode_97_train,episode_98_train,episode_99_train
0,0.0011702805382354977,0.00045457569459145914,0.00114589080560262,0.0009206501633869258,0.0007099557070021133,0.0012266295173777987,0.00037257072395968443,0.0019785144122603394,0.0003653660825663435,0.0016920433633727608,0.00041059632108959165,0.0006559920258033255,0.0007453761452846544,0.00042247211889704435,0.0010041400306896892,0.0006170284378294318,0.0006620754224844162,0.000873981006403851,0.00039281873522226075,0.0005809144470427837,0.0013797378479791461,0.002394250733875181,0.0016362987027763588,0.0015446017436556072,0.0023079868775418917,0.00040403090356867495,0.002414947203387974,0.0020176440760795574,0.002468720369487072,0.00079074134146476,0.0004569634039097112,0.000824347151124612,0.0011069685574294518,0.0008818714865060398,0.0007013024937332561,0.0011325957107537485,0.0015362840785281215,0.0006733673879278766,0.00048308931747669817,0.00042572020771093546,0.0024482107994646214,0.0013351922862777348,0.0010390242894209166,0.0005713180730310126,0.0005413262482275132,0.00035080089770328103,0.0003645395243551013,0.0020466919642825707,0.000413557067855733,0.001447546124076967,0.0007410008604106031,0.0003538357295036973,0.0007999090813263221,0.0006107961675237068,0.0010654413319964298,0.0006868569239637128,0.0008839576792957185,0.0007061062281509919,0.0011225795642266997,0.00037507383486067903,0.0006420473202948826,0.00037390146822844186,0.00036597193165621326,0.0007050868333599192,0.0003932963747467244,0.0006050605707256108,0.0009515423581609307,0.0007997019491304091,0.0010586434017466238,0.0008490811022470225,0.0016215617393499546,0.0012765180848672252,0.0017739586895761388,0.0004618932668070664,0.0012220255569779107,0.002112331952251263,0.0005873905069937984,0.0007935738196709775,0.0005298423620862848,0.0006954539371931191,0.00048170203221541233,0.0007568667331307758,0.001429290531470145,0.00042515553862008097,0.0011822267326957073,0.0005937619172168291,0.0007064785953900349,0.000993074399729131,0.0005277889014136965,0.0006351903264667621,0.0008545569240739233,0.0009174489689119168,0.00040576350946083876,0.0007310499873220153,0.00037783675404042834,0.0010329669206768067,0.00034405527347172325,0.0009252718631452992,0.00035361417771735877,0.0016943188749949116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.021354110645369413,0.01676327164862461,0.021107769293920386,0.019857953318989787,0.01852520859821973,0.02098924058741196,0.01557477168132518,0.023817287067050698,0.014475709465163912,0.02273536360781708,0.016400460549324238,0.01851218266660812,0.018986218976328025,0.016476059008457715,0.020112581823650215,0.017831103920151088,0.018490054480925402,0.01960665703320863,0.0159542303725764,0.017886505608492878,0.021386159106018633,0.024919592797409205,0.02292603161042816,0.02247133598412044,0.02483730296598042,0.016222549920968336,0.024873539041107576,0.024057383345162563,0.025411817902307267,0.01931006306604556,0.016975907238232547,0.019684835326410896,0.020742557538232606,0.01975311184055342,0.018441409835087873,0.020892076661445123,0.022510174053751626,0.018791237080402916,0.016997036038865064,0.016420845751473474,0.025167116972947514,0.021221731338069753,0.02039313712924981,0.01790206501543925,0.01758456406562126,0.01512782647116588,0.015317219571693689,0.02403281265338491,0.016300580731285215,0.02225345715884229,0.018997084171197796,0.015025295547946033,0.0192512275992804,0.018001333228798443,0.020445084738000933,0.018655148917348884,0.019682837595236997,0.01859201901029808,0.02087337321004306,0.014413452192625974,0.018236440729496234,0.015479913388190915,0.01544716054604385,0.018790974138071615,0.01604051459104499,0.018040133531354918,0.019981236926246905,0.018665264790593515,0.02032545517036479,0.019847070949859304,0.02293733644851381,0.02158557084566376,0.022971839097334842,0.01699069324731783,0.021187371027305807,0.024006804320079775,0.017688382472392877,0.019358683021802027,0.017507772873543655,0.01859231129050371,0.016952451514762493,0.019391827948841877,0.021639387839650408,0.016519754839279296,0.021321236765672477,0.017748798520998164,0.018709214217482558,0.01983770426691165,0.017376260422604844,0.018360659079992635,0.01953412241951273,0.01970647743112757,0.016126927515230316,0.018899960391565784,0.01566106209982134,0.02012298505319055,0.014703977790407306,0.0197585752219328,0.015027733192618242,0.023012849206690184,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,0.10527772648834943,0.09562915737726124,0.10470146181053745,0.10181156254290549,0.09872527059916003,0.10369055446570671,0.09324496457959905,0.10872553731145208,0.091482853937196,0.10658812769902515,0.09622190856338023,0.09970329936220128,0.10051492484220179,0.09560063632129122,0.10205304509233043,0.09728005237332416,0.09945448125673487,0.10143034066947294,0.09389494173990422,0.098204879095111,0.10388292761697883,0.11028995571176042,0.10791714149847977,0.10671360425225973,0.11064508967642049,0.09512030054344628,0.11028658175809153,0.10929552966105133,0.11191774032051943,0.10105382251069524,0.09688158933816707,0.1023815702965051,0.10355088834662365,0.10196284414856761,0.09855755169828369,0.1040761711883621,0.10675814070639808,0.10071321503418693,0.09615441571764285,0.09496428685909311,0.11107951597053935,0.10362992186793007,0.10271518430170135,0.09835551993945262,0.09760750886278607,0.0917410306869439,0.09303131690626745,0.1093404460763866,0.09492695363520395,0.10652149813173134,0.10048191421159543,0.09206713784964414,0.10073120697280996,0.09805262638509667,0.10274030474202765,0.09986299444298603,0.10169811593826447,0.09928234663954286,0.10404324239978079,0.09132123753380751,0.09867784305862327,0.09385244745923024,0.09312515080594085,0.10007114128500944,0.09487612381985516,0.09848598294835753,0.10220859074996622,0.09829713826061592,0.10221414152829383,0.10269201418733079,0.10798928200159491,0.10542480779090349,0.10697931196450684,0.09662694614793466,0.10432108640992155,0.10886433442981026,0.09705603380154458,0.1012631261974612,0.09752613574213959,0.09936941162397478,0.09595467053394366,0.10207130517199446,0.10443853097761946,0.09569676662171173,0.10537997401122023,0.09717225480575475,0.09975881369970373,0.10099921554676412,0.09674247901235108,0.0994631757236888,0.10121607324868459,0.10129658976199196,0.0942485306713421,0.10012172766889932,0.09406506087808551,0.10198576514498478,0.09117445672289683,0.10126768518357367,0.09216740060338431,0.10761923765976791,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,0.28849765635619956,0.275062064420321,0.28821328751039565,0.28340769669183424,0.278435475287744,0.28621501307040387,0.27211580532924096,0.2911315010395591,0.27180850395297507,0.28832270108418845,0.2793108882133323,0.2821664798154261,0.2832644239274328,0.27679457840741695,0.2836029635774502,0.2771934739126166,0.28133642865376585,0.2835485093682454,0.27297619247819355,0.27980853628213703,0.28516183729515304,0.2922949681589485,0.29230647990614916,0.2897243537249385,0.29411710643353284,0.27571476112668114,0.29336927741862906,0.2917657226120655,0.29641465554436874,0.2828969015603202,0.27860821549690046,0.2862050800079588,0.28585108771939766,0.28473560320811625,0.2784672676347335,0.2874482962425511,0.2892450463958718,0.28435933544714,0.2766684287090946,0.2747052961651425,0.2944615959486123,0.28510881226079865,0.2841692660486779,0.27979984223440635,0.279054184983563,0.26996310032927345,0.27301195841389503,0.2930942786025189,0.27518238284066815,0.2894771898577191,0.28256140161872145,0.27102644655997304,0.2822853569767991,0.2785453197643811,0.28427500598346567,0.2821987298008104,0.2843387029272615,0.2806622396835093,0.2872814293284348,0.2708076389394107,0.2799363073710601,0.2749561535569527,0.2730383283896657,0.28192526398689577,0.2764040774462651,0.28024302728683137,0.2849487746706066,0.27717002707059724,0.28285002046866586,0.2864242949722559,0.2922371549572962,0.288842426352994,0.2889251174829831,0.27727853427316973,0.2868282022140509,0.2918170493188184,0.2766932855236066,0.2835149072571068,0.279162622214682,0.28062269137271,0.276172693359419,0.28636513566057764,0.28584215984512323,0.276846265874657,0.29010671738306737,0.27665307107561277,0.2815420741095025,0.28122872544613003,0.27657262906328983,0.2822605810749033,0.2826682347486559,0.282659535936673,0.2738291472280398,0.28157553494683824,0.2748015631363414,0.28403925893512255,0.2697627014866813,0.2818444101568347,0.2716314578052993,0.2903975222007248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0.6321864466804875,0.6164205703543183,0.634007027885815,0.6263232285754462,0.6190212026915815,0.6316146576275641,0.6137200682141118,0.6318570790139626,0.6191518451874254,0.6290629461627695,0.6295786588249446,0.6291362946506986,0.63097536689119,0.6230153123544048,0.6270751328497643,0.6205686013788951,0.6270841004367663,0.6285698961873014,0.6151231306810404,0.6258660620557449,0.6276578331908359,0.6312665480108328,0.638853272825594,0.63319603135554,0.6369057538968217,0.6201384002551729,0.6363359862422037,0.6317574223013184,0.6412529684531982,0.6265019883757952,0.624522883520409,0.6342513349813536,0.629783815264633,0.6310409098564242,0.619954642456995,0.6340507045926586,0.6311208734153744,0.6331357200750714,0.6215382719029384,0.6180875542590296,0.6368035235424508,0.6283990339023918,0.6260980836072914,0.624707599416856,0.6251462896002195,0.6127169160905495,0.6179861277975882,0.6379240061926785,0.6195644898345464,0.6320906752495277,0.6274415244238826,0.6143241927644865,0.6257617569065076,0.6217511432294263,0.6264838082485826,0.6289821608638929,0.6307823120689107,0.6260226043959005,0.6335606996612946,0.6148106487646873,0.6248512349291679,0.6215278378393869,0.6181775109045644,0.6265440378852054,0.624447937217383,0.6266707406010834,0.631520270560474,0.617413915195987,0.6234269319103104,0.6337643858784875,0.6380531210439772,0.6341506112967918,0.6304077063688309,0.6204955448030315,0.6307998433780646,0.6353895882091896,0.6189154601817938,0.6282680067057205,0.6258273067385376,0.6248723964765,0.6203486795939751,0.635687930719415,0.6278332495662877,0.6230515989076042,0.6389414299265355,0.6181030804150097,0.6268887459291719,0.6224014772709296,0.6188690534984973,0.6305623335905319,0.6254738487982388,0.6260181931484555,0.6174951021900763,0.6251761027999934,0.6204690448724848,0.6298973355840825,0.6135119648696052,0.6225770060857286,0.6164493798804382,0.6323235331866336,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,0.9425108325886078,0.9337344584611856,0.9467845140011295,0.9383207169990636,0.9308288698405169,0.9428859498900051,0.9346788004748907,0.9324847431256137,0.9496272524493649,0.9318808867650579,0.9599616491433084,0.9491774957506114,0.950182727679438,0.9472513756412008,0.9387661124225758,0.9366770235206163,0.94573369047059,0.9431234826618529,0.9353344878237824,0.945807194251746,0.9339572811604933,0.9270241581638947,0.9480324205564917,0.9400058080460852,0.9374666265531525,0.9436900844783975,0.9361644171428477,0.9308235179934066,0.942595024059289,0.9410223467778805,0.9478612208698582,0.9531207463535984,0.9409927244304517,0.9471915757138746,0.9328685882724828,0.9474501902443836,0.9364416853483812,0.9548634368908083,0.9421176361557991,0.9389624994625162,0.9357487726986745,0.936506609182897,0.9354773447154523,0.9440872710809397,0.9458755886380166,0.9352231007545108,0.9440415973990046,0.9422068021037246,0.9417873982409377,0.9385008475363339,0.9438999332298215,0.938467220776134,0.939836227312832,0.9384116335537193,0.9356428697053238,0.9479658820450284,0.9466866797083368,0.9431077848934103,0.9470042255510358,0.94244248964328,0.9424481326385864,0.9490206588425509,0.943199891330041,0.9431287209804294,0.9519007240014543,0.9466143458999332,0.9464468177025007,0.9271276326107736,0.9314567285654911,0.9523015680703681,0.9467615021699178,0.9456422432995271,0.9332165856239428,0.9404598407586034,0.941270420783977,0.9374860032234809,0.9347637512921662,0.9439675120709472,0.9473003579530201,0.941085372477092,0.940425603369441,0.9568338455148568,0.933433003077614,0.9477951337037691,0.9550554129124436,0.9328489810214693,0.9441477235578694,0.9316659574410388,0.9358186894233195,0.9521124954843033,0.9380871815843567,0.9385898969888491,0.9388772064716512,0.940445676578779,0.9466842477564287,0.9441714912358937,0.9386951605618435,0.9320433655142245,0.9421940386235909,0.936111056624906,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,0.8813307268333397,0.8868815423813571,0.8853923573739326,0.8793208415254642,0.8749945702311483,0.8775997638759278,0.8931301132035843,0.8589624038305083,0.9145385381993526,0.8615260115173464,0.9194521587511151,0.8973663877153871,0.8957928192104974,0.9035954595622868,0.8785454412009256,0.8835479891147527,0.8938194026470565,0.8853515490686632,0.8914136442052508,0.8950406422894793,0.8667225640940935,0.8490729452201636,0.8797401669961054,0.8728970856734255,0.8612031823932866,0.9016217327971732,0.8578873999763706,0.8575212102375913,0.8647901256421946,0.886440084007377,0.9036989717421009,0.8980401535080296,0.879984092079948,0.8898205510755195,0.8771522745643556,0.8852918316560929,0.8691150476509587,0.9029468180228152,0.8941691919803669,0.894033622388902,0.8578853334009876,0.8699340644851952,0.8742143448888169,0.8954363620002853,0.8962457680505326,0.8932351436333024,0.9055656510949037,0.8687011359075699,0.8973001527684742,0.8715612257641534,0.8890727364089395,0.8989991825299393,0.8838364229163652,0.8870766696644802,0.8734360839050824,0.8947643927517401,0.8885201307983859,0.8892249847313601,0.8856575033635684,0.9074007443334748,0.889838568725909,0.9102383773456385,0.902356560155753,0.8903777373804014,0.910759499867572,0.8948713665561354,0.8867436423671797,0.8683157194234233,0.8697682380018502,0.8974753015280468,0.8788797193655913,0.8825610686841789,0.8622916746558216,0.8948997708372176,0.8781691289647586,0.8621437379401222,0.8825383527400629,0.8889739541697752,0.8982188901868827,0.8869787691674622,0.8919520482736699,0.903751446237139,0.865772154875643,0.9046190499733198,0.8932732586248954,0.8802703881813071,0.8904478884862157,0.8710332738811709,0.886111262806189,0.9006365575552754,0.880525735436299,0.8796315452576382,0.8937446054297535,0.886056550021028,0.9075475473270128,0.8830358167765265,0.899766605964622,0.8727114624127993,0.9034207819329443,0.8662216243065359,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,0.518815543497797,0.5302165169743014,0.5208219192757374,0.5183600131308219,0.5171030767936579,0.5122768207536832,0.5377608336564316,0.49643454631852174,0.5551182979160587,0.49945994804433197,0.5557273544974758,0.5336271044899938,0.5308773230305609,0.542273093020988,0.515950669166344,0.5225757706078835,0.5309671387501255,0.5220000590292495,0.53475769712323,0.5324969767164723,0.5034547220637211,0.4870170811262346,0.5122736524524285,0.5082538473349745,0.4955392822750841,0.5435460485330532,0.4917259301892546,0.4954407446087743,0.4972109703650436,0.5248666029754286,0.5425512434860311,0.5327200243292656,0.5169470266747879,0.525456982166659,0.5183288338970891,0.5195730876157145,0.5070770559517948,0.5378143438753593,0.5332211703387668,0.5358056797206537,0.49210898673742376,0.5058678939425432,0.5137340946372858,0.5339551792887733,0.5341010268899554,0.5354899548033165,0.5465990770474156,0.5017254731488083,0.5381176898260944,0.5088989097511165,0.5267593981314868,0.542306620887712,0.5224179953317046,0.5267517587103858,0.5122289297101026,0.5311421874684557,0.5239781977382231,0.5261628027595154,0.5202756272097542,0.5519987610593432,0.5277258220900027,0.5507760237574542,0.5427461611230558,0.5281373634084455,0.548879501855817,0.5319656997190656,0.5219033790801672,0.5093724457438938,0.5101504823421644,0.5323587814703055,0.5124670852264255,0.5174662876563682,0.49905002860436665,0.5370839961487944,0.514201021014319,0.49631201833935645,0.5233771099754688,0.5268256233968499,0.5356477902621903,0.525555150717905,0.5315668362844129,0.5376566463857966,0.502957127161444,0.5436357663366367,0.5255045598527225,0.5221544210917174,0.527653389046683,0.5102756078735107,0.5279235657053082,0.5358051809443454,0.5197935071650481,0.5175537670743786,0.5350193543794384,0.525288229325957,0.5483045733266377,0.5178406465500659,0.5423090701186191,0.5133333239779599,0.5444757923935705,0.503321935148183,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,0.17748558626429597,0.18553570183173287,0.17763124975698333,0.17706344706293317,0.17706915508962653,0.17192297034492524,0.19033790874063766,0.16389631657341336,0.1994005763596208,0.16561420820024336,0.19853366973154016,0.18536619973433827,0.18310655141883608,0.19138780369498173,0.17505723078167926,0.17929160599978786,0.18408223598334947,0.1785793527408756,0.1879530614106847,0.18499581859658956,0.1673595046734173,0.15858829610280037,0.17182826059123824,0.17033956985205334,0.16250098921100517,0.19296009096517364,0.1596944055781816,0.16389788489519455,0.16280737200482806,0.18108978117962948,0.19184840851430318,0.1846086757062155,0.17567008545766666,0.18037607438847836,0.17733685162855178,0.17645336405524553,0.17036614204331973,0.1875707888841385,0.1858076562469987,0.18805973784841498,0.16042603060605734,0.16844746217269435,0.17458597571048484,0.18639807042061574,0.18601551915544726,0.1878447711430142,0.1945824308496274,0.16551830390995412,0.18930720058527656,0.17144027097417916,0.18177001545116872,0.1923418853128286,0.17941370483080585,0.18213572252998972,0.17346976486538188,0.18385026698155102,0.17931095935984767,0.1809933661128905,0.17702866207524018,0.1988477274704596,0.18222886367235455,0.19706963915984346,0.192020923606039,0.18281920267490334,0.19487890130452268,0.18438958477070252,0.17790525177832808,0.17179287928244735,0.1725781679196744,0.18455260661525902,0.1722365600895131,0.17555075894501843,0.16502476751566417,0.18940648425493517,0.17386737853956713,0.162491152807303,0.18013363128153456,0.18191372163043779,0.18675561863581186,0.18112023162641536,0.18494028321836722,0.18735555516505073,0.1672492744126877,0.19213984391320316,0.1792783310217235,0.1797261357338512,0.18211788901213508,0.17209141697083752,0.18333632062875083,0.18615591536105358,0.17805534299289566,0.17617635643198376,0.18737489281511124,0.18124732906967342,0.1956969245694079,0.17495440896845732,0.19205116600446304,0.17470130344469287,0.19319545115155504,0.16792706923921433,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,0.015938894903420407,0.017504122806017267,0.0158323714445889,0.015826031541083745,0.01589686333085494,0.014871148509745052,0.018478016556608846,0.01388205194459876,0.02011188121403998,0.014091706496852369,0.019733779563154873,0.017153182123158688,0.0166871737907558,0.018415320892921534,0.015433656510588832,0.016126085770150105,0.016947814080200164,0.01599592590295611,0.01791658625847354,0.017114668250521374,0.014272731562824425,0.013262658326790725,0.01485090124142441,0.014718177958517003,0.013659948613102187,0.018874853425861267,0.013313580024068076,0.013921170537431169,0.013666714081761656,0.01654608441188016,0.018579131206862748,0.016997895479190735,0.015541966897996784,0.016261204155455802,0.015889205655043134,0.015578010455108097,0.01478284641241371,0.017540370925510154,0.017313568816833103,0.017847124165798738,0.013417973518785629,0.014387487197146717,0.015455876452121608,0.01746785627450799,0.017308699394865984,0.01776833707140964,0.019145466338469246,0.013992063300109738,0.01807616507916868,0.014953470405415224,0.016598864243975775,0.01876132236743947,0.016222018902865426,0.016690425929805512,0.015258324243345882,0.01688186350941278,0.016061394508432494,0.016375731780485146,0.01568005889487754,0.020262946099956543,0.016641705432552428,0.01969856279407229,0.018589587940571344,0.016809364083029875,0.019045308124912414,0.01697257576337333,0.015814787407089827,0.014975208172083927,0.015135433262952757,0.016992976391054057,0.014946153073247861,0.01547594418350801,0.013992405597510612,0.018225792789569515,0.015231603422302276,0.013631031866569429,0.01632588209096901,0.016639461554503528,0.01742812527899257,0.016475366510601542,0.017174915021167865,0.017494259881244402,0.01427585940642656,0.01853490021633641,0.01598568017877846,0.01630297516261577,0.01661186315534076,0.015007021350557303,0.016976271394525802,0.01724508560506827,0.016016012756366115,0.015623449773845522,0.01767758723036451,0.016547859148482863,0.01940681492047503,0.015295923779501118,0.018620067441066725,0.015499398163657281,0.01883918820707479,0.014424389842939579,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
