,episode_0_reward,episode_1_reward,episode_2_reward,episode_3_reward,episode_4_reward,episode_5_reward,episode_6_reward,episode_7_reward,episode_8_reward,episode_9_reward,episode_10_reward,episode_11_reward,episode_12_reward,episode_13_reward,episode_14_reward,episode_15_reward,episode_16_reward,episode_17_reward,episode_18_reward,episode_19_reward,episode_20_reward,episode_21_reward,episode_22_reward,episode_23_reward,episode_24_reward,episode_25_reward,episode_26_reward,episode_27_reward,episode_28_reward,episode_29_reward,episode_30_reward,episode_31_reward,episode_32_reward,episode_33_reward,episode_34_reward,episode_35_reward,episode_36_reward,episode_37_reward,episode_38_reward,episode_39_reward,episode_40_reward,episode_41_reward,episode_42_reward,episode_43_reward,episode_44_reward,episode_45_reward,episode_46_reward,episode_47_reward,episode_48_reward,episode_49_reward,episode_50_reward,episode_51_reward,episode_52_reward,episode_53_reward,episode_54_reward,episode_55_reward,episode_56_reward,episode_57_reward,episode_58_reward,episode_59_reward,episode_60_reward,episode_61_reward,episode_62_reward,episode_63_reward,episode_64_reward,episode_65_reward,episode_66_reward,episode_67_reward,episode_68_reward,episode_69_reward,episode_70_reward,episode_71_reward,episode_72_reward,episode_73_reward,episode_74_reward,episode_75_reward,episode_76_reward,episode_77_reward,episode_78_reward,episode_79_reward,episode_80_reward,episode_81_reward,episode_82_reward,episode_83_reward,episode_84_reward,episode_85_reward,episode_86_reward,episode_87_reward,episode_88_reward,episode_89_reward,episode_90_reward,episode_91_reward,episode_92_reward,episode_93_reward,episode_94_reward,episode_95_reward,episode_96_reward,episode_97_reward,episode_98_reward,episode_99_reward,episode_0_steady,episode_1_steady,episode_2_steady,episode_3_steady,episode_4_steady,episode_5_steady,episode_6_steady,episode_7_steady,episode_8_steady,episode_9_steady,episode_10_steady,episode_11_steady,episode_12_steady,episode_13_steady,episode_14_steady,episode_15_steady,episode_16_steady,episode_17_steady,episode_18_steady,episode_19_steady,episode_20_steady,episode_21_steady,episode_22_steady,episode_23_steady,episode_24_steady,episode_25_steady,episode_26_steady,episode_27_steady,episode_28_steady,episode_29_steady,episode_30_steady,episode_31_steady,episode_32_steady,episode_33_steady,episode_34_steady,episode_35_steady,episode_36_steady,episode_37_steady,episode_38_steady,episode_39_steady,episode_40_steady,episode_41_steady,episode_42_steady,episode_43_steady,episode_44_steady,episode_45_steady,episode_46_steady,episode_47_steady,episode_48_steady,episode_49_steady,episode_50_steady,episode_51_steady,episode_52_steady,episode_53_steady,episode_54_steady,episode_55_steady,episode_56_steady,episode_57_steady,episode_58_steady,episode_59_steady,episode_60_steady,episode_61_steady,episode_62_steady,episode_63_steady,episode_64_steady,episode_65_steady,episode_66_steady,episode_67_steady,episode_68_steady,episode_69_steady,episode_70_steady,episode_71_steady,episode_72_steady,episode_73_steady,episode_74_steady,episode_75_steady,episode_76_steady,episode_77_steady,episode_78_steady,episode_79_steady,episode_80_steady,episode_81_steady,episode_82_steady,episode_83_steady,episode_84_steady,episode_85_steady,episode_86_steady,episode_87_steady,episode_88_steady,episode_89_steady,episode_90_steady,episode_91_steady,episode_92_steady,episode_93_steady,episode_94_steady,episode_95_steady,episode_96_steady,episode_97_steady,episode_98_steady,episode_99_steady
0,0.0011248969817080792,0.00042468834532104807,0.001105686892247827,0.0008832653060637325,0.0006741354163533365,0.0011917024015963072,0.0003513233500346642,0.0019387667083563768,0.00035369586045382197,0.0016527606181180436,0.00039057578091266444,0.0006253629730352335,0.0007124687111767006,0.0003981374232274181,0.0009675265823363875,0.0005854189200534799,0.0006298020833768146,0.000838530870313548,0.00036997293008435707,0.0005516329099292031,0.0013437735951672292,0.0023557205454352846,0.0015980729699131635,0.0015072357094766927,0.0022691045783574774,0.00038069847157980717,0.0023755238116283887,0.0019759978941360284,0.0024298227834061202,0.0007556502280531192,0.0004311181577369023,0.0007895771677256882,0.0010692094658333806,0.000848313051867242,0.0006703999603548485,0.001098653980029588,0.001497665317149236,0.0006425619901950537,0.00045556590823583854,0.00040032600221580393,0.002406675175520876,0.0012956609368076199,0.0010012342299646475,0.0005402635477752343,0.0005123797680249234,0.00033167498346278247,0.0003456472084318606,0.002006858986374247,0.0003899531184050297,0.0014099755188753966,0.000707977989147146,0.0003363604824385754,0.0007658802649312365,0.0005781421092497523,0.00102809539069291,0.000653840299437944,0.000848138264197112,0.0006745105575315696,0.0010865586330493233,0.00036388123350159624,0.0006112617488518884,0.0003565342096344097,0.000346992004800017,0.000672563158825162,0.00037118057246516276,0.0005734164531863521,0.0009157193128373403,0.0007653430486723946,0.0010198760184173955,0.0008132822099881473,0.0015810450323247194,0.001239027731022814,0.001735294362721304,0.0004361982786263247,0.0011859692507815887,0.002073730847327359,0.0005570541806362804,0.0007586807782681841,0.0005013104571578178,0.0006616501737322816,0.00045417494918009835,0.000724239381666198,0.001390825943293055,0.0004001752222053433,0.0011450136596501865,0.0005624421665349925,0.0006749159210132961,0.0009576619683168374,0.000498626154951965,0.0006053117345956442,0.0008200909601576714,0.0008827666792079604,0.0003826910786543816,0.0006964656382267487,0.00035827477150307253,0.000996980459082886,0.00032833867850983454,0.0008902918673290377,0.0003370901318714621,0.0016554110668053899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.02046247302533785,0.015949548921539193,0.020402118763919976,0.010492943479255359,0.012874289851266131,0.011324018588694945,0.014975231490049378,0.02310657300847455,0.013834979040890894,0.022010792002445524,0.01575961938327452,0.0178124988525819,0.018270246123947145,0.015755117477725344,0.01938801554562036,0.01711648936844295,0.01778465141845259,0.018901041776073227,0.015274898927492488,0.01722735708096329,0.0207670147750934,0.024240035842413025,0.022235695785756803,0.021777538079056722,0.024089187017712704,0.015487537199467813,0.02411889073457028,0.023274075471978163,0.024674067439261115,0.018576617204296,0.016271103167166304,0.018962322307322067,0.02001932503543575,0.019085136921676085,0.017805601316204574,0.020259130089000113,0.021796561629172317,0.018115981361624872,0.016289612354813555,0.015703991766162505,0.024365248305201346,0.020474960739262776,0.019653272887092232,0.01716803533096103,0.016882156428256943,0.014461494364891518,0.014598881284230352,0.023297661020289386,0.015624200187925496,0.02157066610390144,0.01829828049263189,0.014334565909458225,0.018556245754609797,0.017262048563773995,0.01971771150220842,0.017926570211745558,0.018953404683492055,0.017909064626704767,0.020179132533975606,0.013731718974600808,0.01754647551696615,0.014808378692032326,0.014777001455938748,0.018096182251869215,0.015320487861404285,0.017310080681861045,0.019282028142031973,0.017953483593430842,0.01956577268121082,0.01911266427566962,0.02216678718000522,0.020885169410552802,0.022263644273994857,0.016296279960181917,0.020503496589747233,0.023292231548682048,0.016992415001061446,0.018630296166333802,0.016805187503893308,0.017856559918793913,0.016246307302362754,0.01869392375624477,0.020919315828520375,0.01579988758201912,0.02061399073528688,0.017042997248761477,0.01803382343567404,0.01915012547651362,0.016667302010254088,0.017693729584393227,0.018832397769331072,0.019009414126768816,0.015455070703642996,0.01816624564593384,0.0149616894477352,0.019428892284609343,0.014044138910846621,0.019066759455080455,0.01437913052063668,0.022303067485265803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.10176726465806239,0.09251221860984701,0.10140351704941591,0.018893301538072876,0.03210151843932607,0.0191655200535094,0.08794869907117148,0.1059196359528157,0.08853628732921895,0.10373575734684129,0.0936881634502097,0.09714313588780438,0.09770924622599181,0.09296733768085022,0.09918509267124137,0.09438010449845702,0.09640410199798831,0.09835902500655647,0.09052975266866294,0.09502900664931853,0.10066571607451888,0.10705824264505018,0.10493273132690945,0.10399833568305086,0.1079379972938746,0.09212110932609502,0.10744512811692725,0.1063008731379449,0.10909784976912679,0.0980511928027535,0.0938861238396275,0.09956229983045324,0.10063519028717177,0.0991231631485418,0.09558283976097019,0.10133101744210626,0.10384112178540812,0.09781679314740757,0.09322779341994848,0.09186940083583359,0.10803834514724145,0.10067878348190425,0.09971596519913652,0.09525972078989955,0.09477708615176622,0.08880598921153286,0.08982037605450323,0.10641016944395856,0.09188691636291947,0.10363800200088956,0.09758321482137125,0.08892551639927161,0.09773773538706276,0.0948597076206846,0.09985551206984342,0.09699030639515836,0.0988570287628026,0.09653926489698435,0.10129048218000114,0.0883123645081256,0.09591854505569317,0.09092461934094066,0.09026490663193373,0.0970754944492855,0.09189903377644548,0.09550129249571551,0.09924724010522032,0.09547752742647811,0.09917141869184126,0.09959916637085925,0.10512572038490631,0.10246917204130088,0.10407261953161694,0.09363548616738294,0.10162961610164191,0.1059762490479081,0.09416757213335185,0.09827980818802434,0.09471007545376228,0.0964274199479774,0.09318985668506796,0.0994833185000046,0.10173324022888018,0.09260421239905711,0.10248310731160232,0.09398481671898529,0.0969085521177637,0.09807032171282612,0.09375485652501553,0.09668141032714514,0.09835594683548954,0.09858103053054368,0.0913665948519715,0.09704648183867062,0.09107578849504591,0.0992101392436704,0.08825531069702759,0.09841624065797194,0.0892079353309774,0.1047236782292514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.28025789046252203,0.2672154973227688,0.2784072036760148,0.054468968607398895,0.09277931582098584,0.053185501182214004,0.2562648061771216,0.2833999588917861,0.26471633141456824,0.28134202128561836,0.2737107547549789,0.27635820941550804,0.27708204571254513,0.2700127810326075,0.2766667695824405,0.27015308627412665,0.27402263772643903,0.27617600748106275,0.2648290957300202,0.27252317930982395,0.2773596250214108,0.2846496243189901,0.2855471356388364,0.2834788066296005,0.2880529846208529,0.2683996681737195,0.2862267615867073,0.2845888041955291,0.28941644709533626,0.2756826407747573,0.27134459599055366,0.2794972321558487,0.27909790660865513,0.27828749544470155,0.2715112960841428,0.2809914727118858,0.28249639228370954,0.27767212205267483,0.26985065960908416,0.26754525395570017,0.28729834906408014,0.2778177230250961,0.2767578762169046,0.27254807896229866,0.27218296846240253,0.262800624146756,0.26548234245673535,0.2858946722013914,0.2674947721857277,0.2824660261612059,0.2756934261401782,0.263778922198877,0.27507373730310913,0.2712513429899441,0.2775311037315759,0.2754960141991795,0.27724020073216044,0.27419982755898736,0.28061776973929425,0.2635299151791875,0.2733467325674214,0.2681415879433083,0.2665306813589857,0.2749231956695732,0.2696241078109993,0.27350449602287874,0.2777028862513533,0.27076780539402867,0.27585776072714857,0.2796364756661996,0.2858718052133041,0.2820855377940535,0.2822554728082223,0.27056786553824375,0.28035526042736786,0.2848748311407873,0.2699532493089453,0.2765302088897025,0.27249689244552594,0.27352073706432867,0.2694045745517244,0.2800159707377056,0.2791902817064594,0.2695402998237221,0.2831611665502669,0.2693579085010959,0.27492085368330665,0.27445743704841297,0.26942617118261014,0.27537087232522667,0.2759897225227607,0.2761925854819375,0.2669900104409926,0.27433995798143257,0.2674314107781004,0.27673454887411264,0.26214007388797017,0.274804464740616,0.2644429090060127,0.2833576150957269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.5549959372133353,0.5405181351372432,0.553373235374444,0.1505223890543665,0.22627108062002665,0.14743372264797752,0.5313835814721123,0.5804496700301015,0.5565605369187043,0.5741214431772016,0.5734799176669314,0.5636908783026361,0.5657027096645617,0.5557316729718329,0.5559275637694013,0.5476017385139261,0.5521040531770083,0.553970196176794,0.5414882959157744,0.5560457488062991,0.5569998854842142,0.5778768052312693,0.5783224911297586,0.57339982386188,0.5770408078525472,0.5642360621537095,0.5702559740485244,0.5653777752846125,0.5710579346305311,0.5566711972539775,0.5549879592703066,0.5635474059086893,0.5611509231620778,0.5632766283246673,0.5572722532865722,0.5775853792163766,0.5720020968590168,0.5820600492519808,0.5624240394222983,0.5531002396528097,0.5704156773158862,0.5662704892565172,0.5595773513684079,0.559966346586013,0.5576988195997208,0.5489551725498032,0.5539546017055204,0.5697634342189557,0.5540447812392084,0.5690425089371655,0.5602223829271162,0.5470227290929912,0.5575502549457927,0.5526119329264928,0.5597520784199874,0.5611131870753581,0.5701393159277807,0.5619983984145942,0.5692390350339108,0.558284429833919,0.5610237108237819,0.5575340258683787,0.5561804280355032,0.5602880014348676,0.5550077076702742,0.5617671893695604,0.5649194983813149,0.5527156296009184,0.5615960850247241,0.5663710725492574,0.5750908036917949,0.5731531513680816,0.569240480555004,0.5576515576819562,0.5644663412052143,0.5746612979137244,0.5529537040435002,0.5642941152701009,0.5569736505827589,0.5562379563784247,0.5524086772226551,0.5666308933963373,0.5584810953536801,0.5517657364268357,0.576727469593231,0.556320141897607,0.5708763459561206,0.5639084280162732,0.563698492934287,0.570326534725437,0.5606901764593015,0.5604041113502348,0.5482301141673295,0.5561697645308197,0.5524884016441243,0.5590627836283969,0.5455533366693087,0.5668918108993313,0.5529763108634129,0.5758446767707414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.9185613776556841,0.9015545495910017,0.9023927350911645,0.3276637636996663,0.43996445484828395,0.3234323132361904,1.0557072623240662,0.950585085330433,0.9548584127272439,0.9505813680843097,0.9697629476729477,0.9638295687225179,0.9688805168094907,0.9753051302098786,1.05364840222609,1.1241663882493098,1.0609915833989718,1.050776672005155,1.0128812549214967,1.0938628296777706,1.1236155435624824,0.9508922214830473,0.966857140158881,0.9605504528240619,0.9595527930576617,0.9516061704116748,0.9713313317000567,0.9536405463861213,0.9873804893413126,0.969166138506003,0.9793486114719859,0.9885948755643802,0.9820424805668077,0.9830214450059511,0.9537411367574722,0.9724633477789866,0.9575994526846119,0.9734909235276539,0.9648592455919205,0.9544947230757339,0.9650074248798576,0.9668627046005991,1.0036005794783078,0.9626190045686926,0.9640782856625347,0.9474252918309871,0.9508858370912796,0.9805707124532042,0.9522167821317393,1.0009669977612832,0.9620245373646097,0.9574348405717665,0.9983606977921238,1.0008539914265273,0.9784321846196709,0.9721596021815666,0.9688354025501447,0.9643645911020079,0.9663225150020321,0.9514398635562844,0.9610134669410324,0.9569088144833342,0.954104813679707,0.9714811700875157,0.973855367689973,0.965754808792858,0.9845903651580713,0.9517201652931445,0.9747035510048669,0.9812836590522598,0.9693193115092279,0.9632425015416543,0.9609681810535268,0.9510746193870522,0.9706143880864273,0.9652280636844468,0.9496882526521557,0.9610862254983263,0.9664218646841999,0.9587871932963525,0.9801516998845128,1.0412752020443796,1.015141104508755,1.0017585938737215,0.9844899963613323,0.9468752376321447,0.9596374303146321,0.9512174691113651,0.9502550665533632,0.9971316959723218,1.008587252113746,0.9657997517588826,0.97569090203027,0.9709707115941602,0.97129895205247,0.9806338629184623,0.9544666212204429,0.9552898499881988,0.9519340676573942,0.9594432571788939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1.240774748147634,1.2339064898939425,1.241225317058064,0.5764568616191964,0.7128330515466423,0.5751297654853418,1.2469607023074585,1.2332600995484881,1.2852990863693294,1.2394954040363169,1.2936939837928334,1.2804517065980292,1.2827680839275857,1.281057300738163,1.272479356182991,1.273086072968316,1.269753330781894,1.2636889861899205,1.2523628980940393,1.2839147925375363,1.2651226716868136,1.2283669131993353,1.264670045358419,1.2575005889148754,1.2487351596459113,1.2687927211980032,1.252031587947981,1.241109106238666,1.258657348086161,1.2657670100385725,1.2799630363990966,1.2795799208012748,1.261905730242508,1.2735238796717234,1.2526583414900236,1.2670711553141292,1.2489623403432004,1.278177333874161,1.2721702980549896,1.26967902763973,1.248571084390488,1.2591553243608298,1.258337459630349,1.2724739985605633,1.2777308425783422,1.268812171198272,1.2757837337442428,1.2604115845416588,1.2698891484899157,1.2561104984579223,1.2696446390489897,1.2739031907051166,1.2682178896491387,1.2689825441160985,1.256629087783726,1.2777535013561336,1.269853217448748,1.2725637265921141,1.2708141557758614,1.271511275035878,1.2704719439036514,1.2817188339870282,1.2762597609823632,1.2690943649942281,1.2901419748116987,1.2767062517898915,1.2726643948714804,1.2525066238384395,1.2522049876808206,1.2803071539904234,1.2637178210583018,1.2647867357438247,1.2496616246545054,1.2666192919443677,1.2624868385424708,1.2506271813775656,1.2631051620716787,1.266814923733448,1.2817351922929874,1.268292084418661,1.2727347129290583,1.2895523994093767,1.2573598299851394,1.2855423069825302,1.278664185231157,1.2562742107887082,1.2668413294030143,1.2514072296443366,1.259571658871221,1.282490750518881,1.2648123693382403,1.262921014616654,1.2736067349216698,1.2643414571230513,1.2788381695409876,1.276294845829113,1.2740236259655884,1.2483945955902973,1.2754885319682567,1.2440055236181704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1.4332962991215012,1.4623853263130069,1.4392219185469532,0.8663569205547474,1.0684457283336553,0.9112549328870148,1.2189617711854477,1.1000936341495504,1.2119741205431858,1.120956744885522,1.2135688925268404,1.1903514102315467,1.1984351923681733,1.2315295347099164,1.5368596207067733,1.3505515694090768,1.4104649602538564,1.4020110908847594,1.4169012946689314,1.2497706266300446,1.322348927211809,1.3519314704740968,1.1661089289031032,1.140705030878769,1.1271618933033913,1.240055168366164,1.130926644114051,1.1208518510358603,1.143002260620297,1.4768908446889921,1.4880373073986737,1.21327147699765,1.4013424169005522,1.2543393762895605,1.1561839200782302,1.208832308173082,1.1468099137392929,1.1791523883521733,1.3866035308055327,1.3299923765120218,1.283615299761427,1.2931212486248194,1.3918795119516818,1.3425976771837307,1.505133737350472,1.4481621716725461,1.2021784123495476,1.1457750742775994,1.1973296264064193,1.2830945745170326,1.4273574447756259,1.4000956025726286,1.3733269502068426,1.3830618292940473,1.3998756144682352,1.4622697805450762,1.2092280616942934,1.1712566801555488,1.1641494787912012,1.1930039298768618,1.188364286745193,1.198204690972022,1.194324040508337,1.218039822270415,1.4315200358530886,1.4782255927508758,1.470216744979059,1.4057636122356496,1.201069333317414,1.4426282050962942,1.3114543153359806,1.3317500238025772,1.1347003330895713,1.1728949000458726,1.328984252229102,1.1310235529881874,1.2220767137838435,1.3274491303107496,1.2075983302920519,1.290275856586411,1.220376177037546,1.2402759723127037,1.465544456115142,1.4908035604599235,1.2045603360612391,1.4405959096752954,1.3169520807449655,1.1436863967644963,1.188294812513671,1.2075256870189166,1.1766543747091796,1.2929020437025667,1.4605365033015614,1.3417766033998921,1.2626009455306801,1.1894495700360965,1.2980528060179988,1.3508869724080612,1.511346801694001,1.3366919792635525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1.231831845496228,1.2641450246737675,1.2393429946801955,1.148466880291477,1.2271148605328328,1.15877160700669,0.839824590610235,0.6659669092365978,0.7898857138182769,0.6885151760617153,0.776832340931641,0.7556414073015826,0.7608098251395853,0.7847796766978018,0.9141852382059846,1.0351508740057886,1.1548211884472128,1.1469138787451412,1.1915989165512177,0.8618198842055724,0.9959669206461212,0.9704205053860473,0.7111636377422261,0.709458257197888,0.6869247840646916,0.7633099372566059,0.6961788036493187,0.6945827306173156,0.7107615370392839,0.8724205255464993,0.9113159629835444,0.7643609112659872,0.787523105421477,0.7632539915298933,0.7349637828803809,0.7277382309791272,0.7031930959306953,0.7368300253440658,0.9308377563546891,0.9385201698027967,0.8646112018145318,0.89036747457136,0.9092565650651738,0.9250778653324087,0.8707230521382624,0.9021731198300343,0.7695351468721598,0.7131431040822207,0.757641357239643,0.8242645078186042,0.9038099730891596,1.1842302340953892,1.2039253765354272,1.0997311859020775,1.094339176677894,0.891495641607663,0.7377453930918485,0.7436388073214124,0.7302860082073739,0.7697949631981087,0.7494144700494428,0.7939331755255454,0.8117354451928307,0.954237423780729,0.8325397889575822,0.8795746177381295,0.870122668643371,0.8717765099903194,0.7353125775100178,0.8990640918177308,0.8856364950342097,0.8887367089259174,0.705673094763465,0.7572008159789156,0.7632561612563344,0.693076994306906,0.7521730528625092,0.7691172462913185,0.7690840397554426,0.766351577440125,0.8497524641252622,0.8041662666164212,1.0549356649141477,1.1208769754133576,0.7419790050910324,0.8686115131529184,0.7624553749046852,0.7126979643771582,0.7395544963474854,0.7707486913073083,0.7631312207777969,0.7598113757343525,0.9213927380414704,0.8976418841092034,0.7917320565526884,0.7466562433323205,0.7918270441879243,0.949739734328249,0.8809097057930422,0.8499383695369812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.70492818765769,0.7494004380061333,0.7248741898350255,1.2460116658349445,1.1966241664006567,1.239193473646717,0.40385638385141626,0.270829146463025,0.35021073876894,0.2841839360721678,0.3434003891474964,0.3314823179060156,0.3335316870796,0.3541071978749286,0.4604221464782349,0.5726993898013613,0.6929450642029218,0.6835630495004736,0.7162269791567689,0.41783389682701233,0.5386956823395634,0.42523946963136233,0.2989779557797641,0.2977184618615966,0.2834054591788199,0.3376102085706715,0.289750180526831,0.2920020199402221,0.29994744041202476,0.4380092938932925,0.4721072047495413,0.339664937715166,0.36350924261074247,0.33855993825867753,0.3141520600944612,0.31175841644687996,0.29719400116583666,0.31681749357019245,0.47980524578499273,0.5033362627968374,0.4407086323733817,0.4617026824825339,0.4784071134963358,0.48969569613116604,0.4318021711094551,0.46523040584210246,0.34195084866732006,0.3012502895177956,0.33430918903187723,0.3503567240892796,0.4574677025591358,0.6209939706099588,0.581329791832319,0.5353219023813908,0.5874685630486923,0.45538814167540637,0.3192972678278567,0.3229054162052678,0.3130563296979331,0.3431232225914593,0.32671532259925995,0.34908321961613914,0.3463502467654098,0.452505838964121,0.39158029141176753,0.44326141909029604,0.4360686479531515,0.44140038544595755,0.32139346897350807,0.476581222228884,0.4554708563523371,0.45603766114925004,0.2952809036794133,0.3342537942850587,0.3413117475444296,0.2873697863886373,0.3307503220362929,0.3454896091428204,0.3407572406267042,0.34191878565703965,0.35900437110656575,0.36773808098179295,0.5143360831804323,0.5304833675334857,0.3206834700470158,0.4342209095844819,0.33804821627329673,0.3020592348894373,0.32038232400106725,0.34022504673812104,0.34105078345455103,0.3377976810226732,0.48404763512457655,0.3774982024572488,0.36011150516562684,0.32529281337125376,0.36066416002519186,0.4592667491224108,0.4276415312096232,0.4269510696797414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
