,episode_0_reward,episode_1_reward,episode_2_reward,episode_3_reward,episode_4_reward,episode_5_reward,episode_6_reward,episode_7_reward,episode_8_reward,episode_9_reward,episode_10_reward,episode_11_reward,episode_12_reward,episode_13_reward,episode_14_reward,episode_15_reward,episode_16_reward,episode_17_reward,episode_18_reward,episode_19_reward,episode_20_reward,episode_21_reward,episode_22_reward,episode_23_reward,episode_24_reward,episode_25_reward,episode_26_reward,episode_27_reward,episode_28_reward,episode_29_reward,episode_30_reward,episode_31_reward,episode_32_reward,episode_33_reward,episode_34_reward,episode_35_reward,episode_36_reward,episode_37_reward,episode_38_reward,episode_39_reward,episode_40_reward,episode_41_reward,episode_42_reward,episode_43_reward,episode_44_reward,episode_45_reward,episode_46_reward,episode_47_reward,episode_48_reward,episode_49_reward,episode_50_reward,episode_51_reward,episode_52_reward,episode_53_reward,episode_54_reward,episode_55_reward,episode_56_reward,episode_57_reward,episode_58_reward,episode_59_reward,episode_60_reward,episode_61_reward,episode_62_reward,episode_63_reward,episode_64_reward,episode_65_reward,episode_66_reward,episode_67_reward,episode_68_reward,episode_69_reward,episode_0_steady,episode_1_steady,episode_2_steady,episode_3_steady,episode_4_steady,episode_5_steady,episode_6_steady,episode_7_steady,episode_8_steady,episode_9_steady,episode_10_steady,episode_11_steady,episode_12_steady,episode_13_steady,episode_14_steady,episode_15_steady,episode_16_steady,episode_17_steady,episode_18_steady,episode_19_steady,episode_20_steady,episode_21_steady,episode_22_steady,episode_23_steady,episode_24_steady,episode_25_steady,episode_26_steady,episode_27_steady,episode_28_steady,episode_29_steady,episode_30_steady,episode_31_steady,episode_32_steady,episode_33_steady,episode_34_steady,episode_35_steady,episode_36_steady,episode_37_steady,episode_38_steady,episode_39_steady,episode_40_steady,episode_41_steady,episode_42_steady,episode_43_steady,episode_44_steady,episode_45_steady,episode_46_steady,episode_47_steady,episode_48_steady,episode_49_steady,episode_50_steady,episode_51_steady,episode_52_steady,episode_53_steady,episode_54_steady,episode_55_steady,episode_56_steady,episode_57_steady,episode_58_steady,episode_59_steady,episode_60_steady,episode_61_steady,episode_62_steady,episode_63_steady,episode_64_steady,episode_65_steady,episode_66_steady,episode_67_steady,episode_68_steady,episode_69_steady
0,0.0011386457126889224,0.0004317249108691226,0.0011126924926540558,0.0008905550943277664,0.0006814558951164012,0.0011949730889454424,0.00035457364476319646,0.001945313683566408,0.0003542212004950773,0.0016590904419780555,0.0003912029477988918,0.0006277894677839285,0.0007164047969101395,0.0004006169837966503,0.0009733587727780292,0.0005894349838107774,0.0006350345284818093,0.0008432936769864003,0.0003737681142965977,0.0005544512124519112,0.0013455476784748268,0.002361636206795584,0.0016013218014083413,0.0015106607328634115,0.002273621811240353,0.00038454577527302397,0.0023814073190924693,0.001984108158109865,0.0024348271016932034,0.0007618717480334476,0.0004355668974101196,0.0007938772412209212,0.001075678593812016,0.0008507199352217952,0.0006736577862675296,0.0011005035262144055,0.0015022584386885514,0.000645667491461589,0.00045888397449671834,0.0004047521067156261,0.0024136024910551427,0.001301409223491014,0.0010079140524758715,0.0005461833537584211,0.000515677056537933,0.0003339538501906942,0.0003493064490494755,0.002011628723752038,0.00039343757504754773,0.0014148697943492778,0.0007112738882169539,0.0003392730946092548,0.0007709045924660009,0.0005846697186612116,0.0010327822764883625,0.0006583599230472234,0.0008530847253224267,0.000677067886043932,0.001089245182402508,0.0003653004080952221,0.0006140888262058743,0.0003588913814253592,0.0003483505419615933,0.0006773740804779562,0.00037371489380460957,0.0005778346263044298,0.0009209081829094843,0.0007693929689957106,0.0010265983117064715,0.0008198287054889397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.020750339020324825,0.01614890244566001,0.020454130822510623,0.01926167492613682,0.017915929291787897,0.020402006050936613,0.014952356001586542,0.023199708339620238,0.013850600271402329,0.02212844680434379,0.015777839535229425,0.01787501905231941,0.018368268706374563,0.015835072421454634,0.019505877742427548,0.017202021165864063,0.01789797646580074,0.018974959083386783,0.015376213879601421,0.017261359203268167,0.020734301298940248,0.024299786708129024,0.0222624898898185,0.021828435232502382,0.024172206484491858,0.015611853064038452,0.024235631922314413,0.023433993060010275,0.024752982216076993,0.018712612549351162,0.01639903153850444,0.01904176158110998,0.020140461396407135,0.0191091891660923,0.017852777833178235,0.020272087870697612,0.021872281402512347,0.018174556538021434,0.01637197094039075,0.01583363136365566,0.024493154495020875,0.020576803983483313,0.019789706421493077,0.01731618205329328,0.01695822420086023,0.014541692433345476,0.014743573081765531,0.02336353180617013,0.01572014921057358,0.021647126483438302,0.018353803612260952,0.014453678260185763,0.018655824621461314,0.01741412120821392,0.01980092028967049,0.018022404532092275,0.019053279811208614,0.017955392566131913,0.02021668360709542,0.013820390038112317,0.017604478340266037,0.014898922505674837,0.014819772817994493,0.018198991427412804,0.015401672101286954,0.017408956669241225,0.019378229004810652,0.018024048708951378,0.019701528284744776,0.019251985600339416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.10285427324481135,0.09304333042543622,0.10223742172396244,0.09937918953799646,0.09620526938883323,0.10115635311305601,0.09058706222292975,0.10634435316276322,0.08885831642430786,0.10413878125622802,0.09360151905101488,0.09718902489526636,0.09795642987764394,0.09304753015132904,0.09962734499812806,0.09477730836596507,0.09697239014620931,0.09893804584903802,0.09140216777534635,0.09567838646928811,0.10129567554950045,0.10792693394176961,0.10535005685259621,0.10428200772909446,0.10819683469519314,0.09252670526407598,0.10772235313766061,0.10687323764855053,0.10942830901299302,0.09857469400115879,0.09440379466042652,0.09985946134785437,0.1011395356678409,0.09942090421047453,0.09612494991684757,0.10155966622318557,0.10426891026792495,0.09818998085635361,0.09361350834370212,0.09243965632184567,0.10861115502388158,0.1010575013950973,0.10024728777805139,0.09588336735676092,0.0950897236476283,0.08920609860836431,0.09054180733820383,0.10682709321651629,0.09240233475106809,0.10410582274404442,0.0979836995198004,0.08952389709187299,0.0983174596398334,0.09558271556047276,0.10030282068286574,0.09733953066827487,0.09913164477403502,0.09673071589391516,0.10146953244211473,0.0886845864113329,0.09617807363841385,0.09142717162823563,0.09054850207977472,0.09759907124824521,0.09225358941429655,0.09589181211721146,0.09962640192302333,0.09592339521746857,0.09965801727163906,0.1001957096530607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.2850818414688602,0.2719799165077973,0.28622854687641686,0.27887390143950264,0.27387687957243045,0.2830879445494232,0.2691018993157724,0.28732957497170547,0.26842755171879534,0.2843245549651545,0.2781417079720479,0.2799081577134413,0.27992230879855406,0.2734889893819414,0.2807753293029126,0.27465174549160815,0.2782450422573816,0.28144753377751514,0.26829629835051444,0.2778008669776377,0.28262572608213954,0.28838608840510727,0.2903856324624218,0.2872212114795929,0.29298496761706294,0.2715719195762955,0.2910327884310002,0.28849406740592304,0.2938620454864185,0.27848800270800855,0.2745002498957797,0.28423287155007443,0.2816840778265505,0.28273987299264974,0.2742076091910028,0.28563749552558027,0.28600623923730906,0.28258209412652957,0.2744528606510573,0.27030720110473877,0.29192133174366264,0.28293206195197884,0.2800332253782189,0.2752380630186646,0.27662346127987875,0.2664780228168294,0.26839029971658196,0.29104360840554816,0.27180963520908,0.2856685970708304,0.2797261494508008,0.2663299034317122,0.2782240220010127,0.27412067778441107,0.2807430079868007,0.27987082229408405,0.2817942041656095,0.27838715523006496,0.2849559986355185,0.266731899404887,0.27802729402808984,0.27229021127009284,0.27017803277351693,0.27913305235517855,0.2735629892169916,0.278240309831481,0.28150450109704717,0.27481993884488276,0.2784186352376763,0.2838708372217445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.6588849998203886,0.6383449010776123,0.6617792451150719,0.6247547869167797,0.621332291640988,0.6343431513575871,0.6487339034022487,0.6273036970375133,0.6985051350679017,0.619672730275573,0.6661296662408116,0.6896697367507166,0.6340963109053235,0.6891470525270397,0.6760090399712183,0.6829322689182408,0.6516595315776998,0.6683781243192675,0.6208973917320352,0.6780658580731596,0.6522430587720244,0.6232723847092775,0.6683855808525763,0.654447753505576,0.6429332688058131,0.6354384395649957,0.6953295927058483,0.6558303023660664,0.6829430862716404,0.6165240053456719,0.6300177058606916,0.6945280237148717,0.6436170556734331,0.6935615843615199,0.630848051575471,0.6493081614340357,0.6581599997834021,0.6830186669286501,0.6851237100757845,0.6211355946815821,0.6877755812952773,0.6332109238868081,0.6182854573915233,0.6387486563187369,0.6989277327909104,0.6252189062649858,0.642630383843092,0.6820148206996626,0.6342044137375297,0.6240902038876456,0.6576035473939013,0.6247746243847719,0.6306346419860619,0.6384561969121442,0.644179736405267,0.6752841383994067,0.6608134369146825,0.6786694226351936,0.6909717655368315,0.6333953047475885,0.6845739546418868,0.684586396952825,0.686521511524804,0.6377129933378961,0.6954582294671187,0.6960910114773321,0.6426190211054084,0.6429728899600856,0.6196148703962028,0.6669754103123426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.926703486174578,0.9159515419760158,0.9279006853986249,0.9138088746614632,0.9077846291109002,0.9182152984931301,0.9188296657963827,0.9056137743307497,0.9505082874525095,0.905255626932274,0.9424583526799849,0.9451080322950158,0.9238990373125308,0.940011224201022,0.9287313522124728,0.9320963637608193,0.9310408010055234,0.9313641710363596,0.9107605568008678,0.9396903542525138,0.9211966883148124,0.9013043677977638,0.9343290827339573,0.9215499254062407,0.9101268326896776,0.9220991884735485,0.9383051745150011,0.913619403043906,0.9420261770885405,0.9139731978554058,0.9217737494657514,0.9463816683765655,0.9214929337976024,0.9448074628513897,0.911981344998227,0.9263898080524396,0.9209971507444307,0.9439345482108275,0.9365401644588622,0.9181385862157514,0.9261175521434843,0.9130071413435294,0.9072494428491222,0.9244571619871058,0.945576714731893,0.9138542206861567,0.9258584875204124,0.9353247345281289,0.9187573096407995,0.9091487408648063,0.9252301102036325,0.9180055904638662,0.9152482824567818,0.9189691619888452,0.9166584954256977,0.9404784670381652,0.9322877642892419,0.938996457993694,0.9415716087047983,0.924424225570293,0.9344987729247196,0.9443688627308315,0.936634665435189,0.9238676273937708,0.9502788624365748,0.9463071459952085,0.9245785253566654,0.9089851798274471,0.9062101301171845,0.9373643906121488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.8841096707984848,0.8858283294006924,0.8867642341382772,0.8489827322812672,0.8529052915431917,0.8574542029380917,0.9042132461532565,0.8275502221614643,1.0149190234753482,0.8224707820704039,0.941667572943728,0.9524546895747565,0.8774022756733042,0.9740763210002543,0.9140472749069319,0.9408674896963638,0.9044193474756045,0.906109407597523,0.8711230324507829,0.9390770143997772,0.870410473148695,0.8153835527098583,0.8882866748036091,0.8645908087565926,0.8355898574850907,0.8915941328944824,0.9096651124077428,0.8566577602087262,0.8904591511946844,0.8449696725402198,0.8783909647331117,0.9498931491561228,0.8682807154698704,0.949023108709167,0.8616723441857725,0.8742825171335951,0.8717689862041996,0.9407808575439549,0.9548186011838926,0.8686995355663734,0.8910193378004796,0.8554842688155357,0.8381223002371,0.8828418671073852,0.9775217451830727,0.8857157510506888,0.9065427231306127,0.8949480848165803,0.8849626366464681,0.8341406029261309,0.8947161862909611,0.8841250598341289,0.857657149224661,0.8767294226567415,0.8642081814591014,0.9248770775053333,0.9030971950544475,0.931568719694213,0.9335888746447761,0.9023314772585905,0.9376961051707151,0.9823006754130533,0.970526371124101,0.8707500695864605,0.9896703195940569,0.9685865092719788,0.8790872385855062,0.8681637746771043,0.8399264342216807,0.92636629496793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.532258400264926,0.5383431493044454,0.5338360595225355,0.4968950703017855,0.5015382541447093,0.49469314136122006,0.564011462930172,0.4708184535618869,0.6922529221026632,0.46799268105237524,0.583253791734341,0.6086090767113683,0.5135359675063375,0.6355442286448226,0.5679406817193502,0.6037656106871576,0.5513934887318764,0.5569333188655885,0.5216109995126439,0.5921086028084093,0.5161769911050179,0.4585544432076406,0.5299919545283561,0.5103876543473062,0.4769366909574979,0.5438026028453538,0.5608400099386927,0.5036665843789104,0.5355226681229511,0.49159537747803367,0.5277908944841067,0.603067958562893,0.5148337155775595,0.6040457193262783,0.5121318268384292,0.5151358765534008,0.5210778334965522,0.5872728816923377,0.6168201416250408,0.5214503861088892,0.5396659972412801,0.49290694410646774,0.48362085860688575,0.5344371159405932,0.6428399991146514,0.5384992837263847,0.5630399832791654,0.5421379995445958,0.5403436146439624,0.477592342022361,0.5452573135441573,0.5398903770878978,0.5046694440869784,0.5290362892099395,0.5134128398389615,0.5771642612011564,0.544793148789848,0.5868470389512006,0.5852093558431803,0.5607541020843496,0.5976779216397297,0.6382618230154129,0.6387574752101592,0.5190170764161163,0.6542117582294128,0.6289586638950979,0.5168376621530514,0.5194667605986264,0.4869564350112928,0.5612418176202878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.18646989811482131,0.19118360822948052,0.18589419776257712,0.163789244823944,0.16763248220607305,0.16196098802788997,0.2081214443595626,0.14879386096946237,0.29644980697729767,0.14695022615535905,0.21782092423106802,0.23570504872348533,0.172946093948887,0.2543931742960637,0.2084115932840572,0.23287506514913411,0.1955918348917529,0.2009676382878349,0.17996382280708703,0.22460348378794143,0.17598500224825392,0.14215525311796923,0.18338642357324242,0.17246463195448505,0.15145589979166127,0.19310886874562144,0.20415043549205653,0.16964027451475966,0.18779836006578807,0.16069125189145914,0.18211339190839929,0.2317732900530104,0.1746808535215093,0.23265480463219834,0.1738489485871289,0.17423355489196124,0.17950527272585898,0.2212798871137021,0.2417731709216264,0.17881592329740464,0.19112420844042532,0.1608501609746949,0.15634558539484694,0.18622595621210997,0.2604677616075816,0.18795873338677263,0.2046533655460268,0.1913655327353757,0.1887725737872661,0.15263428213889405,0.1935003205922917,0.19001076639473996,0.16906520818819842,0.18366141798577743,0.17452592470640826,0.2146419430589734,0.19324280043290307,0.22107516612016806,0.22020933809414872,0.2036516628269226,0.22880442297724574,0.25730994180114014,0.2579893008361165,0.17750295847374103,0.2679327474765636,0.2501768992338742,0.17536245927947355,0.1789451783570738,0.15844502516213205,0.20348379468456484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.017884207018622544,0.018976725418300144,0.01757943780034388,0.013883583322047413,0.014479857605604664,0.013573207870419936,0.023142036186004265,0.012314188179686382,0.053778263216445625,0.012196082233053369,0.025025755946922395,0.03087538410164387,0.015097502562503777,0.03743944101195798,0.023043224795102315,0.03022433171223214,0.019706440076199983,0.021047700834223085,0.016527601863358277,0.027479519755808694,0.015768928419821124,0.011881323156195622,0.01702142864624695,0.015175677144391024,0.01251958703997212,0.019141106330364567,0.021972337688171452,0.014872456452465183,0.018037276221718503,0.013493501772492249,0.01678483036802434,0.029581673931930848,0.015509475597586302,0.030009206567180726,0.015436320981147923,0.01535452266302956,0.016509205281887835,0.026292529128221883,0.03310247599722138,0.016224017426318085,0.018905316017220574,0.013460419199252435,0.013013017016155917,0.01763317109141705,0.03963220416399504,0.01805936090224987,0.02185605261023768,0.01876050443360338,0.018218419208304706,0.012639458950694788,0.01927345540695376,0.01849856775299079,0.014634179039785603,0.01716562147897788,0.015583545730776503,0.024488006094353795,0.01910675915760793,0.026407191691004472,0.02614877365302985,0.021755141083179712,0.028862183914826166,0.03861558951123535,0.038765393880343176,0.016014174423938654,0.04211190257680461,0.03583390173300499,0.015537531853046536,0.01636877401273108,0.013250446274339195,0.021560220646896194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
